System,Planet,Region,xcoord,ycoord,wiki
Ash Worlds,OHS4140-02,Outer Rim,816.015,285.071,http://starwars.wikia.com/wiki/OHS4140-02
Ash Worlds,OHS2132-04,Outer Rim,874.664,299.694,http://starwars.wikia.com/wiki/OHS2132-04
Ash Worlds,Chiron,Outer Rim,894.409,262.814,http://starwars.wikia.com/wiki/Chiron
Ash Worlds,Nyny,Outer Rim,838.241,276.422,http://starwars.wikia.com/wiki/Nyny
Dominus,Baros,Outer Rim,942.665,256.315,http://starwars.wikia.com/wiki/Baros
Dominus,Dornea,Outer Rim,939.864,282.817,http://starwars.wikia.com/wiki/Dornea
Shadola,Gand,Outer Rim,872.685,177.441,http://starwars.wikia.com/wiki/Gand_(planet)
Shadola,Skeebo,Outer Rim,924.148,176.384,http://starwars.wikia.com/wiki/Skeebo
Shadola,Maldra,Outer Rim,932.063,190.414,http://starwars.wikia.com/wiki/Maldra
Shadola,Baummu,Outer Rim,922.834,177.814,http://starwars.wikia.com/wiki/Baummu
Jubilar,Jubilar,Outer Rim,817.625,218.579,http://starwars.wikia.com/wiki/Jubilar
Jubilar,Toong'l,Outer Rim,886.028,225.992,http://starwars.wikia.com/wiki/Toong%27L
Centrality,Oseon,Outer Rim,860.614,150.898,http://starwars.wikia.com/wiki/Oseon
Centrality,Erilnar,Outer Rim,863.535,148.974,http://starwars.wikia.com/wiki/Erilnar
Centrality,Rafa,Outer Rim,871.986,149.117,http://starwars.wikia.com/wiki/Rafa
Centrality,Ringneldia,Outer Rim,893.706,155.471,http://starwars.wikia.com/wiki/Ringneldia
Centrality,Arleen,Outer Rim,870.837,153.689,http://starwars.wikia.com/wiki/Arleen_system
Centrality,Scillal,Outer Rim,866.604,143.591,http://starwars.wikia.com/wiki/Scillal
Centrality,Lekua,Outer Rim,874.436,139.199,http://starwars.wikia.com/wiki/Lekua
Centrality,Cadma,Outer Rim,881.597,135.477,http://starwars.wikia.com/wiki/Cadma
Centrality,Zebitrope,Outer Rim,886.712,127.319,http://starwars.wikia.com/wiki/Zebitrope
Centrality,Dela,Outer Rim,872.651,145.538,http://starwars.wikia.com/wiki/Dela
Centrality,Tund,Outer Rim,955.544,145.444,http://starwars.wikia.com/wiki/Tund
Centrality,ThonBoka,Outer Rim,919.968,129.403,http://starwars.wikia.com/wiki/ThonBoka
Centrality,Renatasia,Outer Rim,909.306,124.107,http://starwars.wikia.com/wiki/Renatasia
Centrality,Hosrel,Outer Rim,930.695,135.415,http://starwars.wikia.com/wiki/Hosrel
Centrality,Trammis,Outer Rim,934.293,144.27,http://starwars.wikia.com/wiki/Trammis
Centrality,Douglas,Outer Rim,947.796,134.119,http://starwars.wikia.com/wiki/Douglas
Centrality,Paulking,Outer Rim,943.571,140.883,http://starwars.wikia.com/wiki/Paulking
Centrality,Antipose,Outer Rim,937.098,148.221,http://starwars.wikia.com/wiki/Antipose
Centrality,Falko,Outer Rim,933.288,149.773,http://starwars.wikia.com/wiki/Falko
Centrality,Uaua,Outer Rim,924.486,151.625,http://starwars.wikia.com/wiki/Uaua
Hapes Cluster,,Inner Rim,356.215,60.224,
Centrality,Dilonexa,Outer Rim,913.25,155.365,http://starwars.wikia.com/wiki/Dilonexa
Cadma,Dagelin Minor,Outer Rim,834.181,157.907,http://starwars.wikia.com/wiki/Dagelin_Minor
Tharin,Taskeed,Outer Rim,758.752,208.343,http://starwars.wikia.com/wiki/Taskeed
Tharin,Dennogra,Outer Rim,776.153,190.447,http://starwars.wikia.com/wiki/Dennogra
Tharin,Junkfort Station,Outer Rim,805.955,163.226,http://starwars.wikia.com/wiki/Junkfort_Station
Tharin,Tammar,Outer Rim,805.424,119.018,http://starwars.wikia.com/wiki/Tammar
Tharin,Nimat,Outer Rim,805.73,153.559,http://starwars.wikia.com/wiki/Nimat
Periphery,Af'El,Outer Rim,773.879,118.911,http://starwars.wikia.com/wiki/Af%27El
Periphery,Vaathkree,Outer Rim,770.702,114.464,http://starwars.wikia.com/wiki/Vaathkree
Periphery,Sriluur,Outer Rim,775.679,112.982,http://starwars.wikia.com/wiki/Sriluur
Periphery,Lant,Outer Rim,764.624,107.602,http://starwars.wikia.com/wiki/Lant
Periphery,Yoribuunt,Outer Rim,798.667,101.841,http://starwars.wikia.com/wiki/Yoribuunt
Iotra,Iotra,Outer Rim,747.345,110.609,http://starwars.wikia.com/wiki/Iotra
Auril,Ossus,Outer Rim,699.508,319.002,http://starwars.wikia.com/wiki/Ossus
Auril,Murkhana,Outer Rim,732.64,326.715,http://starwars.wikia.com/wiki/Murkhana
Jospro,Trogan,Outer Rim,674.57,284.218,http://starwars.wikia.com/wiki/Trogan
Jospro,Jomark,Outer Rim,681.559,266.747,http://starwars.wikia.com/wiki/Jomark
Jospro,Sy Myrth,Outer Rim,700.107,250.897,http://starwars.wikia.com/wiki/Sy_Myrth
Jospro,Kile,Outer Rim,709.091,234.398,http://starwars.wikia.com/wiki/Kile
Suolriep,Saleucami,Outer Rim,733.126,168.177,http://starwars.wikia.com/wiki/Saleucami
Suolriep,Boonta,Outer Rim,745.663,149.337,http://starwars.wikia.com/wiki/Boonta
Suolriep,Komnor,Outer Rim,743.716,198.07,http://starwars.wikia.com/wiki/Komnor
Calaron,Kegan,Outer Rim,861.737,89.57,http://starwars.wikia.com/wiki/Kegan
Calaron,Akrit'tar,Outer Rim,890.476,67.159,http://starwars.wikia.com/wiki/Akrit'tar
Calaron,Kubindi,Outer Rim,869.118,27.378,http://starwars.wikia.com/wiki/Kubindi
Calaron,Delacrix,Outer Rim,853.139,85.765,http://starwars.wikia.com/wiki/Delacrix
Calaron,Gestrex,Outer Rim,862.563,52.26,http://starwars.wikia.com/wiki/Gestrex
Calaron,Norval,Outer Rim,863.086,44.055,http://starwars.wikia.com/wiki/Norval
Calaron,Lowick,Outer Rim,907.52,21.964,http://starwars.wikia.com/wiki/Lowick
Bheriz,Droxu,Outer Rim,894.145,-139.779,http://starwars.wikia.com/wiki/Droxu
Bheriz,Bheriz,Outer Rim,915.23,-49.647,http://starwars.wikia.com/wiki/Bheriz
Bheriz,Aduba,Outer Rim,933.907,-114.941,http://starwars.wikia.com/wiki/Aduba
Baxel,Nadiem,Outer Rim,942.03,-183.507,http://starwars.wikia.com/wiki/Nadiem
Hapes Cluster,,Inner Rim,341.995,51.661,
Baxel,Glottal,Outer Rim,926.929,-151.996,http://starwars.wikia.com/wiki/Glottal
Baxel,Teth,Outer Rim,911.875,-210.191,http://starwars.wikia.com/wiki/Teth
Baxel,Rinn,Outer Rim,930.924,-210.909,http://starwars.wikia.com/wiki/Rinn
Baxel,Dilbana,Outer Rim,912.021,-265.407,http://starwars.wikia.com/wiki/Dilbana
Baxel,Rampa Minor,Outer Rim,912.701,-228.942,http://starwars.wikia.com/wiki/Rampa_Minor
Baxel,Lirra,Outer Rim,905.238,-213.622,http://starwars.wikia.com/wiki/Lirra
Albanin,Dubrava,Outer Rim,891.217,-321.67,http://starwars.wikia.com/wiki/Dubrava
Albanin,Clantaano,Outer Rim,911.992,-272.051,http://starwars.wikia.com/wiki/Clantaano
Albanin,Barab,Outer Rim,904.776,-295.852,http://starwars.wikia.com/wiki/Barab
Albanin,Daluuj,Outer Rim,932.786,-314.26,http://starwars.wikia.com/wiki/Daluuj
Zoraster,Altor,Outer Rim,924.406,-373.229,http://starwars.wikia.com/wiki/Altor
Tammuz,Tammuz-an,Outer Rim,875.679,-448.337,http://starwars.wikia.com/wiki/Tammuz-an
Tammuz,Shiffrin,Outer Rim,843.091,-509.582,http://starwars.wikia.com/wiki/Shiffrin
Tammuz,Shola,Outer Rim,919.13,-421.025,http://starwars.wikia.com/wiki/Shola
Quiberon,Lyran,Outer Rim,790.95,-513.617,http://starwars.wikia.com/wiki/Lyran
Quiberon,R-Duba,Outer Rim,849.919,-520.755,http://starwars.wikia.com/wiki/R-Duba
Quiberon,Rothana,Outer Rim,858.299,-555.826,http://starwars.wikia.com/wiki/Rothana
Galov,Arami,Outer Rim,836.67,-383.335,http://starwars.wikia.com/wiki/Arami
Galov,Gamorr,Outer Rim,845.478,-431.556,http://starwars.wikia.com/wiki/Gamorr
Abrion,Hishyim,Outer Rim,707.462,-509.892,http://starwars.wikia.com/wiki/Hishyim
Abrion,Rishi,Outer Rim,717.704,-520.755,http://starwars.wikia.com/wiki/Rishi
Abrion,Ukio,Outer Rim,732.912,-533.48,http://starwars.wikia.com/wiki/Ukio
Abrion,Varristad,Outer Rim,719.256,-542.791,http://starwars.wikia.com/wiki/Varristad
Abrion,Molavar,Outer Rim,732.291,-558.309,http://starwars.wikia.com/wiki/Molavar
Abrion,Roon,Outer Rim,704.048,-583.448,http://starwars.wikia.com/wiki/Roon
Yminis,Kolanda Station,Outer Rim,762.086,-445.544,http://starwars.wikia.com/wiki/Kolanda_Station
Oricho,Polus,Outer Rim,147.685,354.399,http://starwars.wikia.com/wiki/Polus
Oricho,Borgo Prime,Outer Rim,172.957,373.137,http://starwars.wikia.com/wiki/Borgo_Prime
Noonian,Er'Kit,Outer Rim,174.934,332.476,http://starwars.wikia.com/wiki/Er%27Kit
Noonian,Pallaxides,Outer Rim,213.349,293.227,http://starwars.wikia.com/wiki/Pallaxides
Quelii,Vinsoth,Outer Rim,278.226,410.089,http://starwars.wikia.com/wiki/Vinsoth
Quelii,Cathar,Outer Rim,284.579,374.828,http://starwars.wikia.com/wiki/Cathar
Quelii,Halmad,Outer Rim,289.352,333.662,http://starwars.wikia.com/wiki/Halmad
Quelii,Dathomir,Outer Rim,314.44,362.44,http://starwars.wikia.com/wiki/Dathomir
Quelii,Drackmar,Outer Rim,334.294,372.922,http://starwars.wikia.com/wiki/Drackmar
Weneen,G'wenee,Outer Rim,249.689,331.144,http://starwars.wikia.com/wiki/G'wenee
Ojoster,Wayland,Outer Rim,274.605,243.244,http://starwars.wikia.com/wiki/Wayland
Ojoster,Taris,Outer Rim,271.806,290.318,http://starwars.wikia.com/wiki/Taris
Meerian,Bandomeer,Outer Rim,319.046,322.255,http://starwars.wikia.com/wiki/Bandomeer
Mandalore,Gargon,Outer Rim,322.013,288.042,http://starwars.wikia.com/wiki/Gargon
Demetras,Phindar,Outer Rim,422.287,301.766,http://starwars.wikia.com/wiki/Phindar
Mandalore,Mandalore,Outer Rim,363.452,272.211,http://starwars.wikia.com/wiki/Mandalore
Belsmuth,Harloen,Outer Rim,328.417,330.832,http://starwars.wikia.com/wiki/Harloen
Belsmuth,Botajef,Outer Rim,344.777,351.48,http://starwars.wikia.com/wiki/Botajef
Kessel,Kessel,Outer Rim,836.339,-11.369,http://starwars.wikia.com/wiki/Kessel
Kessel,Honoghr,Outer Rim,847.744,-29.564,http://starwars.wikia.com/wiki/Honoghr
Kessel,Formos,Outer Rim,893.654,-25.297,http://starwars.wikia.com/wiki/Formos
Kessel,Zerm,Outer Rim,826.724,-20.32,http://starwars.wikia.com/wiki/Zerm
Kessel,Rnda,Outer Rim,814.709,-14.94,http://starwars.wikia.com/wiki/Rnda
Kessel,Aeneid,Outer Rim,845.642,-19.703,http://starwars.wikia.com/wiki/Aeneid
Kessel,Little Kessel,Outer Rim,863.457,-21.07,http://starwars.wikia.com/wiki/Little_Kessel
Kessel,Prishella,Outer Rim,881.603,-24.124,http://starwars.wikia.com/wiki/Prishella
Kessel,Drualkiin,Outer Rim,892.848,-2.391,http://starwars.wikia.com/wiki/Drualkiin
Phelleem,Handooine,Outer Rim,736.407,248.899,http://starwars.wikia.com/wiki/Handooine
Phelleem,Jabiim,Outer Rim,755.185,227.579,http://starwars.wikia.com/wiki/Jabiim
Al-Nasrl,Syvris,Outer Rim,848.677,-344.773,http://starwars.wikia.com/wiki/Syvris
Al-Nasrl,Unagin,Outer Rim,840.975,-339.92,http://starwars.wikia.com/wiki/Unagin
Grohl,Koiogra,Outer Rim,670.839,-616.968,http://starwars.wikia.com/wiki/Koiogra
Khuiumin,Ord Grovner,Outer Rim,338.752,-878.347,http://starwars.wikia.com/wiki/Ord_Grovner
Pakuuni,Florn,Outer Rim,811.513,440.167,http://starwars.wikia.com/wiki/Florn
Pakuuni,Pakuuni,Outer Rim,851.873,386.329,http://starwars.wikia.com/wiki/Pakuuni
Pakuuni,Munto Codru,Outer Rim,895.225,364.89,http://starwars.wikia.com/wiki/Munto_Codru
Pakuuni,Reginard,Outer Rim,897.06,357.502,http://starwars.wikia.com/wiki/Reginard
Pakuuni,Refnar,Outer Rim,857.99,363.5,http://starwars.wikia.com/wiki/Refnar
Pakuuni,Turkana,Outer Rim,875.717,375.847,http://starwars.wikia.com/wiki/Turkana
Pakuuni,Shaylin,Outer Rim,868.308,378.846,http://starwars.wikia.com/wiki/Shaylin
Pakuuni,Gbu,Outer Rim,839.345,374.236,http://starwars.wikia.com/wiki/Gbu
Spadja,Stenos,Outer Rim,624.548,407.517,http://starwars.wikia.com/wiki/Stenos
Spadja,Tandankin,Outer Rim,671.799,395.954,http://starwars.wikia.com/wiki/Tandankin
Ciutric,Corvis Minor,Outer Rim,251.86,493.159,http://starwars.wikia.com/wiki/Corvis_Minor
Ciutric,Ciutric,Outer Rim,251.701,475.211,http://starwars.wikia.com/wiki/Ciutric
Gree,Asation,Outer Rim,-9.554,694.671,http://starwars.wikia.com/wiki/Asation
Gree,Gree,Outer Rim,5.622,709.425,http://starwars.wikia.com/wiki/Gree
Cantons of Lahag,Lahag Erli,Expansion Regions,-155.071,-577.765,http://starwars.wikia.com/wiki/Lahag_Erli
Mintitian Grant,Montitia,Expansion Regions,-166.507,-555.37,http://starwars.wikia.com/wiki/Montitia
Har Worlds,Har Binande,Expansion Regions,-117.587,-631.45,http://starwars.wikia.com/wiki/Har_Binande
Chitarghar,Solibus,Expansion Regions,-51.513,-570.617,http://starwars.wikia.com/wiki/Solibus
Chitarghar,Gholondreine,Expansion Regions,-37.377,-584.912,http://starwars.wikia.com/wiki/Gholondreine
Piryn SHar,Noe'ha'on,Expansion Regions,-82.803,-623.032,http://starwars.wikia.com/wiki/Noe%27ha%27on
Piryn SHar,Natalon,Expansion Regions,-96.939,-627.638,http://starwars.wikia.com/wiki/Natalon
Vatha,Copperline,Expansion Regions,-32.77,-619.855,http://starwars.wikia.com/wiki/Copperline
Arc d'Stot,New Balosar,Expansion Regions,-32.135,-600.16,http://starwars.wikia.com/wiki/New_Balosar
Itopol,Llon Nebulae,Expansion Regions,-10.375,-554.099,http://starwars.wikia.com/wiki/Llon_Nebulae
Andirma,Quesaya,Expansion Regions,28.857,-536.468,http://starwars.wikia.com/wiki/Quesaya
Vensensor,Pendari,Expansion Regions,-10.534,-614.773,http://starwars.wikia.com/wiki/Pendari
Vensensor,Tar Mordren,Expansion Regions,-39.6,-650.192,http://starwars.wikia.com/wiki/Tar_Mordren
Vensensor,Calonica,Expansion Regions,-43.412,-656.069,http://starwars.wikia.com/wiki/Calonica
Epsi Collective,Vandelhelm,Expansion Regions,120.344,-584.912,http://starwars.wikia.com/wiki/Vandelhelm
Woostri,Woostri,Expansion Regions,129.715,-615.408,http://starwars.wikia.com/wiki/Woostri
Woostri,Daemen,Expansion Regions,134.004,-635.421,http://starwars.wikia.com/wiki/Daemen
Parnabe,Qat Chrystac,Expansion Regions,92.39,-656.069,http://starwars.wikia.com/wiki/Qat_Chrystac
Alchenaut,Nkllon,Expansion Regions,58.558,-614.773,http://starwars.wikia.com/wiki/Nkllon
Rocantor,Rainos CLuster,Expansion Regions,62.688,-569.664,http://starwars.wikia.com/wiki/Rainos_CLuster
Rocantor,Ord Vaug,Expansion Regions,83.336,-587.93,http://starwars.wikia.com/wiki/Ord_Vaug
Bes Ber Bikade,Epica,Expansion Regions,61.417,-536.786,http://starwars.wikia.com/wiki/Epica
Bes Ber Bikade,Roona,Expansion Regions,54.111,-547.904,http://starwars.wikia.com/wiki/Roona
Bes Ber Bikade,Borkyne,Expansion Regions,46.963,-556.322,http://starwars.wikia.com/wiki/Borkyne
Bes Ber Bikade,Kinyen,Expansion Regions,10.75,-593.966,http://starwars.wikia.com/wiki/Kinyen
Tregillis,Tregillis,Expansion Regions,107.002,-548.381,http://starwars.wikia.com/wiki/Tregillis
Boeus,Lohopa,Expansion Regions,157.511,-562.517,http://starwars.wikia.com/wiki/Lohopa
Boeus,Droecil,Expansion Regions,108.114,-525.668,http://starwars.wikia.com/wiki/Droecil
Mikaster,Derra,Expansion Regions,205.002,-519.315,http://starwars.wikia.com/wiki/Derra
Baroli,Vernet,Expansion Regions,268.641,-479.289,http://starwars.wikia.com/wiki/Vernet
Baroli,Baroli,Expansion Regions,233.433,-478.653,http://starwars.wikia.com/wiki/Baroli
Baroli,Gacerian,Expansion Regions,232.639,-512.802,http://starwars.wikia.com/wiki/Gacerian
Kira,Kira,Expansion Regions,252.334,-599.048,http://starwars.wikia.com/wiki/Kira
Kira,Lazerian,Expansion Regions,251.54,-596.507,http://starwars.wikia.com/wiki/Lazerian
Kira,Kerkoidia,Expansion Regions,284.306,-594.089,http://starwars.wikia.com/wiki/Kerkoidia
Kira,Arrgaw,Expansion Regions,221.997,-605.719,http://starwars.wikia.com/wiki/Arrgaw
Kira,Pax,Expansion Regions,220.408,-620.967,http://starwars.wikia.com/wiki/Pax
Kira,Ropagi,Expansion Regions,252.175,-601.907,http://starwars.wikia.com/wiki/Ropagi
Jurzan,Jurzan,Expansion Regions,193.407,-590.313,http://starwars.wikia.com/wiki/Jurzan
Mbandamonte,Aguarl,Expansion Regions,268.376,-519.791,http://starwars.wikia.com/wiki/Aguarl
Mbandamonte,Cerenia,Expansion Regions,293.789,-579.989,http://starwars.wikia.com/wiki/Cerenia
Majoor,Bimin Three,Expansion Regions,236.927,-567.6,http://starwars.wikia.com/wiki/Bimin_Three
Majoor,Ragith,Expansion Regions,230.891,-525.827,http://starwars.wikia.com/wiki/Ragith
Majoor,Majoor,Expansion Regions,230.097,-542.504,http://starwars.wikia.com/wiki/Majoor
Majoor,Ramordia,Expansion Regions,228.668,-556.481,http://starwars.wikia.com/wiki/Ramordia
Majoor,M'haeli,Expansion Regions,215.802,-577.765,http://starwars.wikia.com/wiki/M%27haeli
Brevost,Cheku,Expansion Regions,338.527,-504.067,http://starwars.wikia.com/wiki/Cheku
Brevost,Sika,Expansion Regions,346.574,-512.961,http://starwars.wikia.com/wiki/Sika
Brevost,Coonee,Expansion Regions,345.304,-519.95,http://starwars.wikia.com/wiki/Coonee
Brevost,Krann,Expansion Regions,338.58,-542.822,http://starwars.wikia.com/wiki/Krann
Brevost,Momansi,Expansion Regions,333.656,-550.446,http://starwars.wikia.com/wiki/Momansi
Brevost,Brevost,Expansion Regions,318.408,-566.647,http://starwars.wikia.com/wiki/Brevost
Zarracina,Vendaxa,Expansion Regions,320.173,-456.629,http://starwars.wikia.com/wiki/Vendaxa
Zarracina,Selsor,Expansion Regions,334.503,-494.325,http://starwars.wikia.com/wiki/Selsor
Immerian Outback,Pamorjal,Expansion Regions,281.629,-442.016,http://starwars.wikia.com/wiki/Pamorjal
Vardoss,Glom Tho,Expansion Regions,-208.623,191.798,http://starwars.wikia.com/wiki/Glom_Tho
Hijoan Space,Hijo,Expansion Regions,-173.258,174.311,http://starwars.wikia.com/wiki/Hijo
Sarla,Belassar,Expansion Regions,-155.504,181.544,http://starwars.wikia.com/wiki/Belassar
Mandress,Mondress,Expansion Regions,-189.204,209.656,http://starwars.wikia.com/wiki/Mondress
Trestis,Muzara,Expansion Regions,-76.507,182.407,http://starwars.wikia.com/wiki/Muzara
Drannik,Barenth,Expansion Regions,-59.706,191.77,http://starwars.wikia.com/wiki/Barenth
Deadalis,Myomar,Expansion Regions,-126.285,205.71,http://starwars.wikia.com/wiki/Myomar
Deadalis,Dorin,Expansion Regions,-141.695,192.723,http://starwars.wikia.com/wiki/Dorin
Fellwe,Yinchorr,Expansion Regions,33.038,178.672,http://starwars.wikia.com/wiki/Yinchorr
Fellwe,Golden Nyss,Expansion Regions,43.642,190.138,http://starwars.wikia.com/wiki/Golden_Nyss
Immalia,Immalia,Expansion Regions,-6.651,168.519,http://starwars.wikia.com/wiki/Immalia
Immalia,Mayvitch,Expansion Regions,7.64,166.959,http://starwars.wikia.com/wiki/Mayvitch
Citlik,Nivek,Expansion Regions,349.186,-486.277,http://starwars.wikia.com/wiki/Nivek
Tynna,Tynna,Expansion Regions,287.136,-404.955,http://starwars.wikia.com/wiki/Tynna
Tynna,Allanteen,Expansion Regions,319.114,-409.403,http://starwars.wikia.com/wiki/Allanteen
Merthian,Rhommamool,Expansion Regions,279.512,-362.812,http://starwars.wikia.com/wiki/Rhommamool
Kailion,Bovo Yagen,Expansion Regions,319.749,-372.13,http://starwars.wikia.com/wiki/Bovo_Yagen
Kailion,Tlactehon,Expansion Regions,305.348,-395.425,http://starwars.wikia.com/wiki/Tlactehon
Kailion,Tarmidia,Expansion Regions,325.891,-395.849,http://starwars.wikia.com/wiki/Tarmidia
Treffani,Ryvellia,Expansion Regions,388.153,-439.051,http://starwars.wikia.com/wiki/Ryvellia
Thaere,Thaere,Expansion Regions,383.706,-476.324,http://starwars.wikia.com/wiki/Thaere
Thaere,Cularin,Expansion Regions,409.542,-451.758,http://starwars.wikia.com/wiki/Cularin
Chaykin,Merren,Expansion Regions,359.563,-436.298,http://starwars.wikia.com/wiki/Merren
Hapes Cluster,,Inner Rim,341.699,50.063,
Chaykin,Gamor,Expansion Regions,350.245,-441.381,http://starwars.wikia.com/wiki/Gamor
Chaykin,Milagro,Expansion Regions,360.199,-450.911,http://starwars.wikia.com/wiki/Milagro
Brak,Bacrana,Expansion Regions,382.435,-465.947,http://starwars.wikia.com/wiki/Bacrana
Hilo,Hilo,Expansion Regions,390.059,-389.072,http://starwars.wikia.com/wiki/Hilo
Charra,Charra,Expansion Regions,407.425,-408.979,http://starwars.wikia.com/wiki/Charra
Venzeiia,Sarko,Expansion Regions,303.789,-277.245,http://starwars.wikia.com/wiki/Sarko
Venzeiia,Terrijo,Expansion Regions,323.023,-292.657,http://starwars.wikia.com/wiki/Terrijo
Surron,Mek va Uil,Expansion Regions,387.63,-308.931,http://starwars.wikia.com/wiki/Mek_va_Uil
Surron,Surron,Expansion Regions,359.025,-329.645,http://starwars.wikia.com/wiki/Surron
Altier,Altier,Expansion Regions,349.822,-350.529,http://starwars.wikia.com/wiki/Altier
Narvath,Iktotchon,Expansion Regions,346.01,-406.438,http://starwars.wikia.com/wiki/Iktotchon
Narvath,Aridus,Expansion Regions,366.128,-420.838,http://starwars.wikia.com/wiki/Aridus
Parcelus,Parcellus Minor,Expansion Regions,327.708,-258.997,https://starwars.fandom.com/wiki/Parcellus_Minor
Circarpous,Mimban,Expansion Regions,370.862,-200.679,http://starwars.wikia.com/wiki/Mimban
Circarpous,Gyndine,Expansion Regions,313.036,-223.488,http://starwars.wikia.com/wiki/Gyndine
Circarpous,Ishanna,Expansion Regions,363.587,-214.241,http://starwars.wikia.com/wiki/Ishanna
Circarpous,Fabrin,Expansion Regions,371.231,-235.818,http://starwars.wikia.com/wiki/Fabrin
Noori,Celegia,Expansion Regions,387.876,-66.493,http://starwars.wikia.com/wiki/Celegia
Couronne,Quas Killam,Expansion Regions,441.38,-3.49,http://starwars.wikia.com/wiki/Quas_Killam
Ghost Nebula,Umbara,Expansion Regions,407.537,-18.49,http://starwars.wikia.com/wiki/Umbara
Dona Laza,Nazzri,Expansion Regions,424.64,69.668,http://starwars.wikia.com/wiki/Nazzri
Nojic,Valgauth,Expansion Regions,405.663,83,http://starwars.wikia.com/wiki/Valgauth
Nojic,Vena,Expansion Regions,401.3,58.32,http://starwars.wikia.com/wiki/Vena
Belasco,Belasco,Expansion Regions,386.027,-136.812,http://starwars.wikia.com/wiki/Belasco
Belasco,Zirulast,Expansion Regions,408.41,-110.229,http://starwars.wikia.com/wiki/Zirulast
Harron,Trammen,Expansion Regions,365.437,-160.608,http://starwars.wikia.com/wiki/Trammen
Harron,Chanosant,Expansion Regions,354.587,-167.512,http://starwars.wikia.com/wiki/Chanosant
Harron,Tarhassan,Expansion Regions,370.862,-182.554,http://starwars.wikia.com/wiki/Tarhassan
Harron,Reytha,Expansion Regions,333.75,-203.761,http://starwars.wikia.com/wiki/Reytha
Cyrillian Protectorate,Prazhi,Expansion Regions,377.026,-265.532,http://starwars.wikia.com/wiki/Prazhi
Cyrillian Protectorate,Cyrillia,Expansion Regions,370.122,-292.657,http://starwars.wikia.com/wiki/Cyrillia
Askarian,Zaloriis,Expansion Regions,406.001,-222.995,http://starwars.wikia.com/wiki/Zaloriis
Nuon e Safyd,T'surr,Expansion Regions,441.879,-243.585,http://starwars.wikia.com/wiki/T%27surr
Ombakond,Yutan,Expansion Regions,417.714,-294.383,http://starwars.wikia.com/wiki/Yutan
Tolemses,Dica,Expansion Regions,464.977,-122.715,http://starwars.wikia.com/wiki/Dica
Hangshan,Erai,Expansion Regions,438.427,-155.923,http://starwars.wikia.com/wiki/Erai
Hangshan,Artesia,Expansion Regions,468.018,-164.307,http://starwars.wikia.com/wiki/Artesia
Hangshan,Ulda Frav,Expansion Regions,440.03,-173.307,http://starwars.wikia.com/wiki/Ulda_Frav
Authala,Mordagon,Expansion Regions,489.224,-233.475,http://starwars.wikia.com/wiki/Mordagon
Authala,Emberlene,Expansion Regions,463.086,-256.408,http://starwars.wikia.com/wiki/Emberlene
Inra-su-Mar,Scardia,Expansion Regions,458.524,-261.956,http://starwars.wikia.com/wiki/Scardia
Ehosiq,Shili,Expansion Regions,70.273,189.645,http://starwars.wikia.com/wiki/Shili
Corpheli,Jestan,Expansion Regions,121.071,206.66,http://starwars.wikia.com/wiki/Jestan
Lostar,Draria,Expansion Regions,147.949,211.345,http://starwars.wikia.com/wiki/Draria
Lostar,Adin,Expansion Regions,155.1,215.414,http://starwars.wikia.com/wiki/Adin
Lostar,Nessem,Expansion Regions,112.81,186.193,http://starwars.wikia.com/wiki/Nessem
Lostar,Kidriff,Expansion Regions,120.701,192.481,http://starwars.wikia.com/wiki/Kidriff
Lostar,Jazbina,Expansion Regions,152.881,196.55,http://starwars.wikia.com/wiki/Jazbina
Greater Plooriod,Corsin,Expansion Regions,189.869,233.415,http://starwars.wikia.com/wiki/Corsin
Ploo,Ploo,Expansion Regions,234.872,235.388,http://starwars.wikia.com/wiki/Ploo
Ploo,Serroco,Expansion Regions,254.722,241.552,http://starwars.wikia.com/wiki/Serroco
Sumitra,Boordii,Expansion Regions,274.08,236.497,http://starwars.wikia.com/wiki/Boordii
Sumitra,Aquaris,Expansion Regions,298.985,220.346,http://starwars.wikia.com/wiki/Aquaris
Sumitra,Thustra,Expansion Regions,303.177,227.743,http://starwars.wikia.com/wiki/Thustra
Dentari,Tierfon,Expansion Regions,333.508,208.263,http://starwars.wikia.com/wiki/Tierfon
Farstey,Jendorn,Expansion Regions,346.577,187.426,http://starwars.wikia.com/wiki/Jendorn
Farstey,Alpheridies,Expansion Regions,361.126,183.357,http://starwars.wikia.com/wiki/Alpheridies
Farstey,Thisspias,Expansion Regions,351.139,174.11,http://starwars.wikia.com/wiki/Thisspias
Prackla,Cartao,Expansion Regions,376.908,141.19,http://starwars.wikia.com/wiki/Cartao
Locris,Von-Alai,Expansion Regions,383.196,149.821,http://starwars.wikia.com/wiki/Von-Alai
Locris,Sermeria,Expansion Regions,372.839,109.75,http://starwars.wikia.com/wiki/Sermeria
Locris,Carcel,Expansion Regions,378.51,109.997,http://starwars.wikia.com/wiki/Carcel
Locris,Pirin,Expansion Regions,389.484,111.6,http://starwars.wikia.com/wiki/Pirin
Locris,Gizer,Expansion Regions,406.108,115.209,http://starwars.wikia.com/wiki/Gizer
Hali,Donovia,Expansion Regions,394.169,99.27,http://starwars.wikia.com/wiki/Donovia
Hali,Illoud,Expansion Regions,393.429,92.859,http://starwars.wikia.com/wiki/Illoud
